,제일온누리약국,"경기도 안양시 만안구 안양로 407, 102호 (안양동)",37.4069474,126.9143619,,,,,,,,
,동신약국,"경기도 고양시 덕양구 용현로 27, 103호 (행신동, 행신프라자)",37.6152314,126.8356424,,,,,,,,
,유림약국,"경기도 안양시 동안구 흥안대로 502, (관양동)",37.3987841,126.9774842,,,,,,,,
,아라큰약국,"경상남도 함안군 산인면 학산2길 17-52, (산인면)",35.2747071,128.4321612,,,,,,,,
,약대종로약국,"경기도 부천시 오정구 중동로 426, 창안빌딩 1층 (삼정동)",37.517752,126.7704527,,,,,,,,
,다보온누리약국,"경기도 안양시 만안구 안양천서로 177, 지하1층 (안양동, 래미안안양메가트리아)",37.3940293,126.9336534,,,,,,,,
,로얄약국,"경기도 부천시 원미구 길주로 307, 117호 (중동, 로얄프라자)",37.5034899,126.7767628,,,,,,,,
,구월대형약국,"인천광역시 남동구 남동대로 780, 1,2층 1호 (구월동)",37.4519501,126.7084598,,,,,,,,
,동문약국,"경기도 구리시 건원대로 47, (인창동)",37.6052186,127.1395516,,,,,,,,
,진하약국,"부산광역시 기장군 일광면 일광로 609, 609",35.2965245,129.2587409,,,,,,,,
,홍주한약국,"충청남도 홍성군 홍성읍 의사로 49, 49",36.6019497,126.6709952,,,,,,,,
,365 열시약국,"광주광역시 북구 군왕로 297, 365 열시약국 (각화동)",35.1870944,126.9358542,,,,,,,,
,서평택약국,"경기도 평택시 포승읍 포승향남로 148, 148",36.9876686,126.866432,,,,,,,,
,더사랑약국,"인천광역시 서구 가경주로40번길 20-10, 1호 (가정동)",37.5163566,126.6758308,,,,,,,,
,광교팜약국,"경기도 용인시 수지구 광교중앙로 304, 105호 (상현동)",37.2971016,127.0695933,,,,,,,,
,메디칼약국,"경기도 파주시 와석순환로 125, 104,105호 (동패동, 현대프라자)",37.7120908,126.7458544,,,,,,,,
,문산보룡약국,"경기도 파주시 문산읍 문향로 49, (문산읍)",37.8564009,126.7852505,,,,,,,,
,청담장수 한약국,"서울특별시 강남구 도산대로89길 3, (청담동, 2층 일부)",37.5250602,127.0502083,,,,,,,,
,대도약국,"서울특별시 종로구 우정국로 38-1, 1층 (견지동)",37.5724922,126.983275,,,,,,,,
,메디팜정연약국,"서울특별시 강남구 강남대로 256, 103호 (도곡동, 대우양재디오빌)",37.4864916,127.0335456,,,,,,,,
,진선약국,"서울특별시 강남구 선릉로 424, (대치동)",37.5029179,127.0500875,,,,,,,,
,국민약국,"서울특별시 강서구 곰달래로 225, 1,2층 (화곡동)",37.5318488,126.8580318,,,,,,,,
,더현대약국,"경기도 여주시 가남읍 태평로 62, 1층",37.2053239,127.5437799,,,,,,,,
,직영약국,"서울특별시 강북구 도봉로67길 13, (미아동)",37.6305897,127.0235512,,,,,,,,
,새서울약국,"서울특별시 강북구 솔샘로 223, (미아동)",37.6202822,127.0175897,,,,,,,,
,제일성모약국,"서울특별시 동대문구 약령시로 126, 1층 (청량리동)",37.5829559,127.0440061,,,,,,,,
,금창약국,"서울특별시 동대문구 약령시로 3, 1층 (제기동)",37.5828078,127.0301301,,,,,,,,
,석산약국,"서울특별시 성북구 오패산로1길 1, (하월곡동)",37.6034744,127.0368415,,,,,,,,
,왕십리약국,"서울특별시 성동구 무학봉길 92, (하왕십리동)",37.5622059,127.0322163,,,,,,,,
,더조은약국,"인천광역시 서구 원당대로 856, 마크포레스트 어반 B102호 (당하동)",37.593307,126.6965865,,,,,,,,
,오남인화약국,"경기도 남양주시 오남읍 진건오남로 915, 106호",37.7050852,127.1936981,,,,,,,,
,드림약국,"대구광역시 동구 아양로 162, 1층 (신암동)",35.8853248,128.6308539,,,,,,,,
,천안제일약국,"충청남도 천안시 동남구 버들로 41, 파리빌딩 101호 (문화동)",36.807211,127.1520352,,,,,,,,
,바다약국,"경기도 안성시 중앙로 358, 1층 (석정동)",37.0080068,127.2664684,,,,,,,,
,교현미래약국,"충청북도 충주시 국원대로 103, (교현동)",36.9807069,127.9280043,,,,,,,,
,하나약국,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 106,107,108호 (연수동)",37.4134271,126.6765279,,,,,,,,
,365송파고은약국,"서울특별시 송파구 오금로 95, 국제빌딩 1층 (방이동)",37.5137648,127.1077249,,,,,,,,
,베어약국,"서울특별시 강남구 봉은사로114길 12, 지하 1층 (삼성동)",37.5144324,127.0654871,,,,,,,,
,연수버들약국,"인천광역시 연수구 먼우금로 190, 연수프라자 1층 109,110호 (연수동)",37.4140587,126.6767294,,,,,,,,
,부평중앙약국,"인천광역시 부평구 대정로 28, 104호 (부평동)",37.4963427,126.7242358,,,,,,,,
,소나무약국,"서울특별시 영등포구 신길로 150-1, 1층 (신길동)",37.5055197,126.9111099,,,,,,,,
,용원어시장약국,"경상남도 창원시 진해구 용원동로 231, 1층 105,120호 (용원동)",35.0935879,128.8185985,,,,,,,,
,봄한약국,"강원특별자치도 홍천군 홍천읍 꽃뫼로 54-3, (홍천읍)",37.6905719,127.8796672,,,,,,,,
,이수약국,"충청북도 영동군 영동읍 난계로 1202, (영동읍)",36.1720214,127.773863,,,,,,,,
,행복한약국,"충청남도 당진시 시청1로 75, (읍내동)",36.8908257,126.6392505,,,,,,,,
,자연치유약국,"경기도 구리시 체육관로74번길 80, 107호 (수택동, 럭키아파트상가)",37.5912614,127.1426736,,,,,,,,
,새서울약국,"서울특별시 구로구 가마산로 268, 대림역와이즈플레이스 108호 (구로동)",37.4957168,126.8902483,,,,,,,,
,D마트약국,"강원특별자치도 원주시 천사로 50, 1층 (단계동, 새동빌딩)",37.3475681,127.9309947,,,,,,,,
,홍은약국,"서울특별시 서대문구 가좌로 65, 1층 102호 (홍은동, 서강주상복합아파트)",37.5790991,126.9290009,,,,,,,,
,종로프라자약국,"경기도 광명시 오리로 984, 1층 (광명동)",37.4797583,126.8540183,,,,,,,,
,서현윤약국,"경기도 성남시 분당구 황새울로342번길 9, 서울문고 1층 일부호 (서현동)",37.3860699,127.1234385,,,,,,,,
,늘푸른약국,"대전광역시 동구 용운로 159-1, 1층 (용운동)",36.32812,127.4602082,,,,,,,,
,대영약국,"부산광역시 남구 황령대로492번길 8, 영보빌딩 103호 (대연동)",35.1380366,129.1071265,,,,,,,,
,대학약국,"대전광역시 서구 관저동로 162, 건양프라자 (관저동)",36.3065708,127.3411451,,,,,,,,
,라라약국,"부산광역시 사하구 낙동남로 1406, 101호 (하단동)",35.1058002,128.9655838,,,,,,,,
,암사조은온누리약국,"서울특별시 강동구 고덕로 133, 상가동 511호 (암사동, 강동롯데캐슬퍼스트아파트)",37.5552527,127.1403474,,,,,,,,
,마장튼튼약국,"경기도 이천시 마장면 중앙로10번길 30, 1층 104호",37.2507871,127.3569914,,,,,,,,
,연세약국,"경기도 의정부시 태평로 108, 1층 (의정부동)",37.742224,127.0517877,,,,,,,,
,우리아이약국,"충청남도 천안시 동남구 만남로 50, 1층 104호 (신부동, 터미널프라자)",36.8186482,127.1576124,,,,,,,,
,스카이약국,"서울특별시 서초구 방배로 199, 1층 C호 (방배동)",37.4911126,126.9911577,,,,,,,,
,편안우리약국,"경기도 성남시 중원구 자혜로 40, 삼복빌딩 1층 (금광동)",37.4503076,127.1639295,,,,,,,,
,화인약국,"서울특별시 송파구 중대로 80, (문정동, 롯데마트 3층)",37.491762,127.1178428,,,,,,,,
,참다운약국,"전북특별자치도 전주시 덕진구 도당산1길 13, (우아동3가)",35.8458819,127.1539848,,,,,,,,
,박하향약국,"인천광역시 서구 이음대로 392, 메트로시티 106,107호 (원당동)",37.5926069,126.7127253,,,,,,,,
,좋은우리약국,"경기도 김포시 감암로 7, (걸포동)",37.6319034,126.7111628,,,,,,,,
,신세계약국,"충청남도 홍성군 홍성읍 내포로 20, (홍성읍)",36.6001095,126.6656799,,,,,,,,
,신시심야약국,"전북특별자치도 전주시 완산구 홍산중앙로 46, 1층 102호 (효자동3가)",35.8176135,127.1093332,,,,,,,,
,프라자약국,"서울특별시 관악구 봉천로 391, 115호 (봉천동, 두산아파트에이상가)",37.4834822,126.9432631,,,,,,,,
,오약국,"충청남도 보령시 흥덕로 22, (명천동)",36.340204,126.603225,,,,,,,,
,파랑약국,"부산광역시 해운대구 선수촌로 94, 대룡빌딩 102호 (반여동)",35.2021038,129.1195631,,,,,,,,
,참약사한마음약국,"서울특별시 강동구 풍성로51길 3, 1층 (성내동)",37.5301002,127.1325223,,,,,,,,
,오늘약국,"대구광역시 서구 국채보상로 223, 대원빌딩 106호 (평리동)",35.8708157,128.5553458,,,,,,,,
,메가약국,"충청남도 논산시 중앙로 255, 116호 (내동)",36.1898965,127.0990133,,,,,,,,
,한빛약국,"서울특별시 중랑구 겸재로 225, 1층 (면목동)",37.5896915,127.092583,,,,,,,,
,새나루약국,"세종특별자치시 남세종로 73, 111호 (집현동)",36.4919774,127.3256614,,,,,,,,
,파마시아약국,"서울특별시 서초구 강남대로85길 9, 1층 (반포동)",37.5073723,127.0222723,,,,,,,,
,이레중앙약국,"인천광역시 남동구 구월로 332, (만수동)",37.4551234,126.7274383,,,,,,,,
,안양왕약국,"경기도 안양시 만안구 안양로 293, (안양동)",37.3983255,126.9214334,,,,,,,,
,상일약국,"서울특별시 강동구 고덕로 380, 고덕아르테온(근린생활시설-2) 2동 1층 105-1호 (상일동)",37.5564806,127.1681333,,,,,,,,
,오늘약국,"서울특별시 서초구 강남대로95길 38, 1층 (잠원동)",37.513494,127.0179207,,,,,,,,
,건강약국,"부산광역시 사하구 장림번영로 59, 그랑프라자빌딩 103호 (장림동)",35.0809393,128.9719889,,,,,,,,
,킴스약국,"부산광역시 금정구 중앙대로1985번길 1, (남산동)",35.2615078,129.0913661,,,,,,,,
,정문약국,"경기도 양주시 화합로 1493, 메디타운 상가1층 105호 (고암동)",37.8378239,127.0733345,,,,,,,,
,라라약국,"충청남도 천안시 서북구 오성6길 4, 102호 (두정동)",36.8317807,127.1276148,,,,,,,,
,하나프라자약국,"경기도 의정부시 평화로 228, 103호 (호원동, 로뎀프라자)",37.7122087,127.047788,,,,,,,,
,산성메디칼약국,"경기도 성남시 수정구 희망로 551, 산성역자이푸르지오 C1블럭 106호 (신흥동)",37.4517929,127.1496486,,,,,,,,
,백제약국,"전라남도 순천시 팔마로 103, (조곡동)",34.946037,127.4997994,,,,,,,,
,전주종로약국중화산점,"전북특별자치도 전주시 완산구 백제대로 262, (중화산동2가)",35.8164061,127.1233976,,,,,,,,
,대지약국,"전북특별자치도 전주시 완산구 용머리로 189, (효자동1가)",35.8072987,127.1306618,,,,,,,,
,다솔약국,"전북특별자치도 전주시 완산구 삼천천변1길 45, (삼천동1가)",35.7957216,127.1157281,,,,,,,,
,남문약국,"전북특별자치도 완주군 고산면 고산로 91, (고산면)",35.9750542,127.206907,,,,,,,,
,미소약국,"전북특별자치도 전주시 완산구 홍산로 249, 1층 101-2호 (효자동2가)",35.8160443,127.1054769,,,,,,,,
,전주대형온누리약국,"전북특별자치도 전주시 완산구 당산로 50, 1층 (서신동)",35.8320094,127.1136882,,,,,,,,
,보령약국,"전북특별자치도 전주시 덕진구 무삼지로 77, (인후동1가)",35.8324956,127.1627006,,,,,,,,
,건강약국,"전북특별자치도 완주군 삼례읍 삼봉로 40, (삼례읍)",35.912621,127.0762451,,,,,,,,
,태평양약국,"전북특별자치도 익산시 인북로 254, (남중동)",35.9510072,126.9583231,,,,,,,,
,서초무지개약국,"서울특별시 서초구 효령로 403, 4층 410호 (서초동)",37.4889159,127.0277491,,,,,,,,
,행복한정약국,"서울특별시 동대문구 이문로 188, 1층 (이문동)",37.6033743,127.062244,,,,,,,,
,조약국,"제주특별자치도 서귀포시 중앙로 108, (동홍동)",33.2542445,126.5611145,,,,,,,,
,라온온누리약국,"서울특별시 양천구 신월로 179, 1층 (신월동)",37.5191674,126.8429915,,,,,,,,
,호약국,"서울특별시 관악구 신림로 208, 1층 (신림동)",37.4758481,126.9374158,,,,,,,,
,국민약국,"전북특별자치도 부안군 변산면 격포로 134, (변산면)",35.6294176,126.4749192,,,,,,,,
,라임약국,"서울특별시 용산구 백범로90길 38, 102호 (문배동, 프라임펠리스)",37.5366886,126.9695541,,,,,,,,
,양천그린약국,"서울특별시 양천구 신월로 338, 101호 (신정동)",37.5215371,126.858544,,,,,,,,
,사랑약국,"서울특별시 금천구 시흥대로 189, 1층 103호 (시흥동)",37.4506922,126.9014452,,,,,,,,
,1층엔약국,"서울특별시 강남구 강남대로 624, ICT TOWER 1층 일부호 (신사동)",37.5174876,127.0195523,,,,,,,,
,나라약국,"경기도 화성시 향남읍 상신하길로298번길 7-29, 114호",37.1143487,126.9126023,,,,,,,,
,햇살온누리약국,"경기도 구리시 이문안로 140, (토평동)",37.5909118,127.1469401,,,,,,,,
,새뜸365약국,"세종특별자치시 새롬중앙로 41, 무지개타워 110호 (새롬동)",36.4845279,127.2512409,,,,,,,,
,전일약국,"전라남도 여수시 문수로 86, (문수동)",34.7542571,127.7045298,,,,,,,,
,완산약국,"경상북도 영천시 시장로 53, (완산동)",35.9636026,128.9360513,,,,,,,,
,광장약국,"경기도 오산시 대원로 2, (원동)",37.1462902,127.068693,,,,,,,,
,용머리약국,"제주특별자치도 서귀포시 안덕면 사계남로216번길 29, (안덕면)",33.2338148,126.3103562,,,,,,,,
,건강약국,"전라남도 담양군 담양읍 중앙로 34, (담양읍)",35.3163198,126.983481,,,,,,,,
,상록수약국,"전북특별자치도 고창군 고창읍 동리로 45-1, (고창읍)",35.4332126,126.6971986,,,,,,,,
,예쁜나무약국,"인천광역시 연수구 랜드마크로 20, 상가동 215호 (송도동, 호반써밋 송도)",37.4160764,126.6245371,,,,,,,,
,현대약국,"서울특별시 관악구 관악로 233, 1층 101호 (봉천동)",37.4855026,126.9555655,,,,,,,,
,시민약국,"전북특별자치도 정읍시 신태인읍 정신로 1140, (신태인읍)",35.6863315,126.8862467,,,,,,,,
,예손약국,"경기도 의왕시 안양판교로 99, 스마일타워 1층 101호 (포일동)",37.3956065,126.9851245,,,,,,,,
,수정약국,"경기도 의왕시 전주남이길 8, 102동 111호 (오전동, 목화케이티이자리에)",37.3504088,126.9755511,,,,,,,,
,서부대성약국,"전북특별자치도 전주시 완산구 용머리로 148, (효자동1가)",35.8057437,127.1266361,,,,,,,,
,세강약국,"부산광역시 동래구 화현길 23, 1층 (안락동)",35.1963816,129.1083427,,,,,,,,
,팜플러스약국,"전북특별자치도 전주시 완산구 평화로 115, (평화동2가)",35.7870788,127.1344277,,,,,,,,
,최선약국,"서울특별시 동대문구 전농로 36, (답십리동)",37.5680203,127.0574429,,,,,,,,
,송탄효자약국,"경기도 평택시 탄현로 317, (신장동)",37.0807577,127.0552674,,,,,,,,
,신세계약국,"충청남도 금산군 금산읍 향군길 17-1, (금산읍)",36.1059275,127.4914365,,,,,,,,
,라파엘약국,"서울특별시 강서구 강서로 460, 평안빌딩 1층 101호 (등촌동)",37.5663373,126.8411109,,,,,,,,
,참소망약국,"서울특별시 송파구 양재대로 1222, 올림픽프라자 3층 15호 (방이동)",37.5157277,127.1310632,,,,,,,,
,이화정문약국,"서울특별시 강서구 마곡중앙4로 74, 104~105호 (마곡동)",37.5578848,126.8349216,,,,,,,,
,새그린약국,"서울특별시 송파구 토성로 58, (풍납동)",37.5290315,127.1160973,,,,,,,,
,설파약국,"서울특별시 동대문구 전농로 134, (전농동)",37.576847,127.0580145,,,,,,,,
,오름약국,"제주특별자치도 서귀포시 중정로 70, (서귀동)",33.2477781,126.5638319,,,,,,,,
,다정약국,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 1층 (반포동)",37.5090965,127.0218693,,,,,,,,
,강남성지약국,"서울특별시 서초구 강남대로 419, 파고다타워 B2층 101호 (서초동)",37.4998653,127.0262161,,,,,,,,
,종로5가미래약국,"서울특별시 종로구 종로 211-1, 소암빌딩 1층 (종로5가)",37.5712127,127.0012655,,,,,,,,
,시네마약국,"경기도 양주시 옥정로 200, 옥정시네마엠디프라자 105호 (옥정동)",37.8194236,127.0921335,,,,,,,,
,현화메디컬약국,"경기도 평택시 안중읍 안현로서8길 17, (안중읍)",36.9787443,126.923344,,,,,,,,
,윤약국,"경기도 양평군 용문면 용문로 384, 1층",37.4859745,127.5957797,,,,,,,,
,참우리약국,"경기도 안산시 단원구 선부광장1로 38, 상록타운 2층 209호 (선부동)",37.3366486,126.809388,,,,,,,,
,튼튼별약국,"경기도 화성시 봉담읍 상리중심상가길 28-18, 화성 새마을금고 본점 MG빌딩 104호",37.227509,126.9455248,,,,,,,,
,조은약국,"부산광역시 사하구 낙동대로 163, (괴정동)",35.1021127,128.9984449,,,,,,,,
,참조은약국,"부산광역시 기장군 기장읍 차성동로 114, (기장읍)",35.247926,129.2170494,,,,,,,,
,중앙약국,"부산광역시 사상구 새벽로 167, (감전동)",35.1561819,128.9830894,,,,,,,,
,장산약국,"부산광역시 해운대구 좌동순환로 174, 102,103호 (좌동)",35.1776265,129.1750479,,,,,,,,
,큰사랑약국,"부산광역시 사하구 다대로 317-1, (장림동)",35.0740452,128.9767296,,,,,,,,
,유진약국,"인천광역시 남동구 예술로 230, 청진네오스빌 1층 105호 (구월동)",37.4545557,126.7021254,,,,,,,,
,조이약국,"광주광역시 북구 서방로107번길 39, 1층 (두암동)",35.1722277,126.9251023,,,,,,,,
,유일약국,"전북특별자치도 익산시 금마면 금마길 43, (유일약국)",35.9905597,127.0517867,,,,,,,,
,연지약국,"전북특별자치도 정읍시 청수3길 36, (시기동)",35.565839,126.8539063,,,,,,,,
,대명약국,"전북특별자치도 군산시 구암3.1로 10-3, (대명동)",35.9800278,126.7207867,,,,,,,,
,고척햇살약국,"서울특별시 구로구 중앙로15길 29, 1층 (고척동)",37.5063449,126.8581742,,,,,,,,
,신세화약국,"부산광역시 사하구 사하로 193, (괴정동)",35.0990237,128.9933659,,,,,,,,
,건강한약국,"부산광역시 부산진구 가야대로703번가길 33, 1층 (당감동)",35.1581297,129.0499132,,,,,,,,
,부원약국,"부산광역시 해운대구 선수촌로 102-2, 부원메디칼센타 2층 (반여동)",35.2027865,129.1196159,,,,,,,,
,은하약국,"부산광역시 동래구 명안로85번길 48, (명장동)",35.2046013,129.1019679,,,,,,,,
,지사 온누리 약국,"부산광역시 강서구 과학산단로306번길 10, 115동 204호 (지사동, 협성 · DS 엘리시안)",35.1499834,128.8382549,,,,,,,,
,은행약국,"부산광역시 부산진구 동성로 107, 1층 (전포동)",35.1596519,129.0670897,,,,,,,,
,송정약국,"부산광역시 해운대구 송정중앙로 29, 뉴송정하우스 1층 (송정동)",35.1825649,129.203961,,,,,,,,
,동원약국,"부산광역시 부산진구 진남로 551, 1층 (양정동)",35.1720184,129.0744422,,,,,,,,
,세일약국,"부산광역시 북구 만덕1로 7, (만덕동)",35.213953,129.0364403,,,,,,,,
,대영약국,"부산광역시 기장군 기장읍 차성동로 63, (기장읍)",35.2434227,129.2162786,,,,,,,,
,구포큰약국,"부산광역시 북구 금곡대로 14, 3호선덕천역 N18, N19, N20호 (덕천동)",35.2109738,129.0049735,,,,,,,,
,우리약국,"부산광역시 수영구 광안로 4, 광안동에스케이뷰 106동 104호 (광안동)",35.1569388,129.1133756,,,,,,,,
,편한약국,"충청남도 아산시 온천대로1740번길 9, 아람메디컬빌딩 1층 104-1호 (풍기동)",36.77421,127.0299423,,,,,,,,
,수약국,"경기도 남양주시 도농로 24, 2층 225-1호 (다산동, 부영애시앙)",37.6087966,127.15859,,,,,,,,
,아산약국,"전북특별자치도 정읍시 충정로 606-19, (용계동)",35.5881474,126.8229134,,,,,,,,
,순창솔약국,"전북특별자치도 순창군 순창읍 장류로 347, 신안프라자",35.3769255,127.1403239,,,,,,,,
,건강나라약국,"전북특별자치도 전주시 완산구 유연로 277, (서신동)",35.825554,127.1160266,,,,,,,,
,복흥건강약국,"전북특별자치도 순창군 복흥면 정산1길 9, (복흥면)",35.4321655,126.9315919,,,,,,,,
,영진약국,"전북특별자치도 전주시 완산구 백제대로 265, (중화산동2가)",35.8168564,127.1225631,,,,,,,,
,좋은약국,"전북특별자치도 익산시 부송1로 81, (부송동)",35.9580265,126.9910036,,,,,,,,
,준약국,"경기도 화성시 동탄대로5길 9, 더샵 동탄센텀폴리스 2단지 4층 4008,4009호 (송동)",37.1676291,127.1058272,,,,,,,,
,희망약국,"전북특별자치도 임실군 임실읍 봉황로 203-1, 203",35.6180416,127.2830552,,,,,,,,
,새천년건강한약국,"전북특별자치도 익산시 배산로 64, (모현동1가)",35.943542,126.9384049,,,,,,,,
,대신약국,"경상북도 김천시 시청로 74, (신음동)",36.1350712,128.1176873,,,,,,,,
,광양밝은약국,"전라남도 광양시 광양읍 숲샘길 129, 1층",34.9710099,127.5888955,,,,,,,,
,하늘약국,"인천광역시 중구 운남로 167, 허브빌딩 101,102호 (운남동)",37.4926109,126.5329514,,,,,,,,
,광안온누리약국,"부산광역시 수영구 수영로 476, 1층 (남천동)",35.1482785,129.1107875,,,,,,,,
,바른약국,"경기도 의정부시 부용로 105, 프레티넘프라자2 109호 (금오동)",37.7512937,127.0693544,,,,,,,,
,편한약국,"전북특별자치도 군산시 미장서로 66, (수송동)",35.9650224,126.7220068,,,,,,,,
,제일종합약국,"전북특별자치도 정읍시 신태인읍 신태인중앙로 8, 8",35.6882059,126.8860168,,,,,,,,
,스마일온누리약국,"경기도 부천시 원미구 역곡로 3, 역곡덕지빌딩 101호 (역곡동)",37.4856217,126.811426,,,,,,,,
,명동스타약국,"서울특별시 중구 남대문로 84, 7층 (남대문로2가)",37.564678,126.982883,,,,,,,,
,보룡약국,"서울특별시 노원구 동일로 1380, 상계동 국민은행 (상계동)",37.65174,127.0616737,,,,,,,,
,온누리대광약국,"서울특별시 영등포구 도림로38길 4, (대림동)",37.492652,126.8972201,,,,,,,,
,2층약국,"서울특별시 강남구 개포로 303, 상가동 2층 207호 (개포동, 현대1차아파트)",37.4824625,127.0544858,,,,,,,,
,건강플러스약국,"서울특별시 노원구 상계로1길 38, (상계동)",37.6577232,127.0617128,,,,,,,,
,우주약국,"충청남도 아산시 탕정면 한들물빛6로 16, 109호",36.7874907,127.0849144,,,,,,,,
